clock_in,employee_id,name,created_at,pay_rate,business_id,updated_at,clock_out,id
2018-05-23T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-23T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-24T03:00:00.000Z,2018-05-24T03:00:00.000Z,25bdd6f9-3349-4aa2-bbee-9a4b3181c069
2018-05-24T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-24T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-25T03:00:00.000Z,2018-05-25T03:00:00.000Z,63b32f4f-f677-4f59-b9e9-7428cdcaa72f
2018-05-25T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-25T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-26T03:00:00.000Z,2018-05-26T03:00:00.000Z,abe1306c-47fc-44ba-bd8f-8f81265dd4b3
2018-05-26T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-26T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-27T03:00:00.000Z,2018-05-27T03:00:00.000Z,1845129a-3029-4054-b442-ef4e0e14b2a3
2018-05-27T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-27T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-28T03:00:00.000Z,2018-05-28T03:00:00.000Z,9ac991aa-a13a-45ba-9a83-b9d44e6aee0b
2018-05-28T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-28T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-29T03:00:00.000Z,2018-05-29T03:00:00.000Z,4d411dc5-d4bd-4c2a-894a-ba4134da25b8
2018-05-29T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-29T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-30T03:00:00.000Z,2018-05-30T03:00:00.000Z,ae9e42fd-ca30-4699-836f-86b8b8ee5142
2018-05-30T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-30T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-05-31T03:00:00.000Z,2018-05-31T03:00:00.000Z,f0b8cf95-dc49-4f40-aaa7-e3e010c2cf04
2018-05-31T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-05-31T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-01T03:00:00.000Z,2018-06-01T03:00:00.000Z,81a93e81-e11f-4b9e-9bfd-b38cb60117c8
2018-06-01T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-01T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-02T03:00:00.000Z,2018-06-02T03:00:00.000Z,444822df-fbf6-4460-953c-0dd48aa73863
2018-06-02T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-02T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-03T03:00:00.000Z,2018-06-03T03:00:00.000Z,255d6308-6efc-4e4f-9203-0332e722eb8d
2018-06-03T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-03T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-04T03:00:00.000Z,2018-06-04T03:00:00.000Z,9e2d0bb2-05c5-4696-b982-85a6026f006c
2018-06-04T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-04T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-05T03:00:00.000Z,2018-06-05T03:00:00.000Z,8f83fdb5-4e03-483c-ba36-3108b7369f27
2018-06-05T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-05T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-06T03:00:00.000Z,2018-06-06T03:00:00.000Z,afea9099-e65f-4c60-b57c-5383535c25d7
2018-06-06T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-06T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-07T03:00:00.000Z,2018-06-07T03:00:00.000Z,4ec88d59-6779-440d-a13f-d68a37ae0729
2018-06-07T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-07T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-08T03:00:00.000Z,2018-06-08T03:00:00.000Z,191f6dc4-94a3-418c-81dd-2b035b4ea3e9
2018-06-08T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-08T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-09T03:00:00.000Z,2018-06-09T03:00:00.000Z,0cb35622-ef65-42db-8bd7-ad3a45fa20b9
2018-06-09T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-09T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-10T03:00:00.000Z,2018-06-10T03:00:00.000Z,d4fb78bd-73a5-441c-b0a5-84a92c39cef4
2018-06-10T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-10T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-11T03:00:00.000Z,2018-06-11T03:00:00.000Z,2efac629-fa19-43b9-880e-31ed3d0961e0
2018-06-11T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-11T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-12T03:00:00.000Z,2018-06-12T03:00:00.000Z,a1dc38a3-9e3e-4253-804a-dedd1f88ccbc
2018-06-12T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-12T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-13T03:00:00.000Z,2018-06-13T03:00:00.000Z,87ac7c69-60d1-4679-9cff-44821be1955a
2018-06-13T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-13T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-14T03:00:00.000Z,2018-06-14T03:00:00.000Z,b5850600-c1eb-4e57-b38b-a92f2e5a233c
2018-06-14T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-14T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-15T03:00:00.000Z,2018-06-15T03:00:00.000Z,d9d84b6f-c001-4e5f-b106-c819f00d197f
2018-06-15T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-15T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-16T03:00:00.000Z,2018-06-16T03:00:00.000Z,9a3aa423-0db2-4587-96be-4107c6ba919f
2018-06-16T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-16T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-17T03:00:00.000Z,2018-06-17T03:00:00.000Z,ca6a4b01-8a50-43ee-9657-d8343e2e9bee
2018-06-17T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-17T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-18T03:00:00.000Z,2018-06-18T03:00:00.000Z,2e1cc1b0-3da4-407c-82ff-99ffdb816f2e
2018-06-18T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-18T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-19T03:00:00.000Z,2018-06-19T03:00:00.000Z,0bf62b7a-c040-4969-bf51-2eec419a358b
2018-06-19T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-19T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-20T03:00:00.000Z,2018-06-20T03:00:00.000Z,78f2052f-2376-4dbc-b5e1-2cc3ae95a194
2018-06-20T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-20T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-21T03:00:00.000Z,2018-06-21T03:00:00.000Z,ca029b69-1e0a-4a86-83e9-cbe627cc83b0
2018-06-21T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-21T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-22T03:00:00.000Z,2018-06-22T03:00:00.000Z,d3eae5d9-52d5-4aeb-913c-ab9c7eb6ae66
2018-06-22T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-22T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-23T03:00:00.000Z,2018-06-23T03:00:00.000Z,3f873772-031b-44ae-b936-d0f2cee7b3c8
2018-06-23T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-23T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-24T03:00:00.000Z,2018-06-24T03:00:00.000Z,1714b50d-1989-4be8-a196-ca5f283bac5b
2018-06-24T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-24T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-25T03:00:00.000Z,2018-06-25T03:00:00.000Z,ddbb4b62-74e1-4d14-8f48-9a910f965894
2018-06-25T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-25T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-26T03:00:00.000Z,2018-06-26T03:00:00.000Z,72d45adc-ce57-4c74-a89a-4f87f36a904f
2018-06-26T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-26T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-27T03:00:00.000Z,2018-06-27T03:00:00.000Z,bd6492e8-4f8d-4962-805e-0c2ce2ab42fa
2018-06-27T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-27T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-28T03:00:00.000Z,2018-06-28T03:00:00.000Z,0e8b3459-ad75-4b0d-9184-23fd3d2e5794
2018-06-28T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-28T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-29T03:00:00.000Z,2018-06-29T03:00:00.000Z,fce7371c-97d4-41bd-afe0-a657712dd084
2018-06-29T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-29T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-06-30T03:00:00.000Z,2018-06-30T03:00:00.000Z,ae53454e-3a2d-4559-b522-2fe8952f54d3
2018-06-30T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-06-30T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-01T03:00:00.000Z,2018-07-01T03:00:00.000Z,51f7b2ce-e8b7-40d7-a013-53bc1520c839
2018-07-01T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-01T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-02T03:00:00.000Z,2018-07-02T03:00:00.000Z,0ce56732-5bac-45c2-a5bd-2609b022189c
2018-07-02T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-02T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-03T03:00:00.000Z,2018-07-03T03:00:00.000Z,b5476c15-3ffe-43bd-9e5a-91f6ca4f9601
2018-07-03T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-03T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-04T03:00:00.000Z,2018-07-04T03:00:00.000Z,55e0d729-4861-4d47-8ed5-89e78023330e
2018-07-04T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-04T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-05T03:00:00.000Z,2018-07-05T03:00:00.000Z,f7bccf9d-80d6-4eaa-8288-6fbab9c3a25b
2018-07-05T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-05T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-06T03:00:00.000Z,2018-07-06T03:00:00.000Z,224c24ac-840b-40a5-a3e6-4b3f2d694491
2018-07-06T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-06T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-07T03:00:00.000Z,2018-07-07T03:00:00.000Z,eb1a0b6b-bf0f-4c00-8c9c-32a4d1119612
2018-07-07T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-07T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-08T03:00:00.000Z,2018-07-08T03:00:00.000Z,47c8dd75-de79-4e35-8f8a-ecc411f2a0a5
2018-07-08T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-08T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-09T03:00:00.000Z,2018-07-09T03:00:00.000Z,cc194da0-1505-4c1e-bf9c-7ce5608b8d36
2018-07-09T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-09T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-10T03:00:00.000Z,2018-07-10T03:00:00.000Z,6538a571-06c7-44bb-8ebf-4a12364eb08a
2018-07-10T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-10T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-11T03:00:00.000Z,2018-07-11T03:00:00.000Z,c882b5d1-329b-4b25-b0b6-3a1efd99ace5
2018-07-11T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-11T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-12T03:00:00.000Z,2018-07-12T03:00:00.000Z,93ee70ad-cdd5-4174-bd62-8f8702171ae3
2018-07-12T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-12T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-13T03:00:00.000Z,2018-07-13T03:00:00.000Z,bcfc46a4-645a-41be-a3a5-00825a73a380
2018-07-13T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-13T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-14T03:00:00.000Z,2018-07-14T03:00:00.000Z,39b7ac52-8b64-4857-bae7-54c41439b69c
2018-07-14T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-14T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-15T03:00:00.000Z,2018-07-15T03:00:00.000Z,75655e28-24ce-4f6a-bd48-ebb37d8d7b48
2018-07-15T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-15T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-16T03:00:00.000Z,2018-07-16T03:00:00.000Z,1e67db02-730e-4bd6-aa77-a4d3684336d5
2018-07-16T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-16T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-17T03:00:00.000Z,2018-07-17T03:00:00.000Z,8df677d4-b6db-48e6-918f-189b4f7a2931
2018-07-17T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-17T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-18T03:00:00.000Z,2018-07-18T03:00:00.000Z,8a1f469f-435e-4e84-9494-3b7a67440069
2018-07-18T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-18T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-19T03:00:00.000Z,2018-07-19T03:00:00.000Z,cc69ea24-ab7f-44df-88c1-b8d7ce6dc0a9
2018-07-19T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-19T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-20T03:00:00.000Z,2018-07-20T03:00:00.000Z,5fb17929-078c-4a99-94c4-2c60c84f1643
2018-07-20T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-20T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-21T03:00:00.000Z,2018-07-21T03:00:00.000Z,3dd2afe6-fbd5-4240-b318-42d4246094eb
2018-07-21T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-21T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-22T03:00:00.000Z,2018-07-22T03:00:00.000Z,6710b2b7-b997-4532-90c4-501ee5c8fe86
2018-07-22T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-22T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-23T03:00:00.000Z,2018-07-23T03:00:00.000Z,b4a33a74-6d48-4e6d-b101-1fb566e28fe9
2018-07-23T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-23T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-24T03:00:00.000Z,2018-07-24T03:00:00.000Z,2ef154c7-c222-42ea-b3b3-bd3997eed30a
2018-07-24T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-24T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-25T03:00:00.000Z,2018-07-25T03:00:00.000Z,21c447f1-ec03-4bbf-a3b6-ca8b446d775c
2018-07-25T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-25T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-26T03:00:00.000Z,2018-07-26T03:00:00.000Z,f14ce003-0b9e-4740-ace1-1e80f47f735a
2018-07-26T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-26T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-27T03:00:00.000Z,2018-07-27T03:00:00.000Z,a95a1570-a05c-43ac-a8d6-a5c1503cff65
2018-07-27T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-27T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-28T03:00:00.000Z,2018-07-28T03:00:00.000Z,9ad9dd57-d05b-438f-a993-13cc934e5d95
2018-07-28T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-28T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-29T03:00:00.000Z,2018-07-29T03:00:00.000Z,48960914-dd6b-4c58-9aa3-3e9fd67959a0
2018-07-29T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-29T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-30T03:00:00.000Z,2018-07-30T03:00:00.000Z,b294131f-c1c2-48df-9d23-24530dde5a00
2018-07-30T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-30T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-07-31T03:00:00.000Z,2018-07-31T03:00:00.000Z,17b921a4-cd57-49f1-b5e2-aa56bfa8ad25
2018-07-31T18:00:00.000Z,8d70a203-18ff-47c3-afed-fafbf5048b49,Kylo Ren,2018-07-31T18:00:00.000Z,12,b2aeb27b-c85c-4ad8-83d4-d9511063d418,2018-08-01T03:00:00.000Z,2018-08-01T03:00:00.000Z,1d58f531-f205-4175-a6c9-d6ed0d4b2eac
2018-05-01T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-01T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-02T03:00:00.000Z,2018-05-02T03:00:00.000Z,f6878151-85ac-4e32-a753-85e211e79693
2018-05-02T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-02T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-03T03:00:00.000Z,2018-05-03T03:00:00.000Z,818af892-a1a1-493e-95fa-830d1f384476
2018-05-03T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-03T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-04T03:00:00.000Z,2018-05-04T03:00:00.000Z,e15014a0-004a-45c9-a1ab-752604f6aab8
2018-05-04T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-04T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-05T03:00:00.000Z,2018-05-05T03:00:00.000Z,b5513eac-6113-4a29-a55e-6fee9537cdeb
2018-05-05T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-05T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-06T03:00:00.000Z,2018-05-06T03:00:00.000Z,b161da45-b5eb-4b40-a31c-df4bf9164a64
2018-05-06T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-06T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-07T03:00:00.000Z,2018-05-07T03:00:00.000Z,702b0364-65ed-45b0-b8f2-07877ea205ee
2018-05-07T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-07T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-08T03:00:00.000Z,2018-05-08T03:00:00.000Z,1aed930b-7633-4606-9dfa-86ed950d3f26
2018-05-08T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-08T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-09T03:00:00.000Z,2018-05-09T03:00:00.000Z,80ab8474-4894-4820-b454-9ed375657c28
2018-05-09T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-09T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-10T03:00:00.000Z,2018-05-10T03:00:00.000Z,70a6c51a-230d-4250-b4b9-4a88c23998b2
2018-05-10T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-10T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-11T03:00:00.000Z,2018-05-11T03:00:00.000Z,23e49b31-d229-4676-83f8-b722c630b1d3
2018-05-11T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-11T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-12T03:00:00.000Z,2018-05-12T03:00:00.000Z,3b8f5172-81a8-4c8d-998c-0460e0e97909
2018-05-12T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-12T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-13T03:00:00.000Z,2018-05-13T03:00:00.000Z,8b605324-a3b2-4181-b382-e7fc4f3e8642
2018-05-13T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-13T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-14T03:00:00.000Z,2018-05-14T03:00:00.000Z,0acdda59-5518-44d4-ae67-49516b197880
2018-05-14T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-14T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-15T03:00:00.000Z,2018-05-15T03:00:00.000Z,2fdaa4b6-6879-47ce-8be8-25be28c53625
2018-05-15T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-15T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-16T03:00:00.000Z,2018-05-16T03:00:00.000Z,8755b4ec-3adb-48de-b15c-f4843bf15d71
2018-05-16T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-16T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-17T03:00:00.000Z,2018-05-17T03:00:00.000Z,b3e573c0-4d25-4e48-b730-3f75206ac078
2018-05-17T20:00:00.000Z,996639da-9c34-4c91-b6de-4200cb7b7d56,Jon Fends,2018-05-17T20:00:00.000Z,14,e0b6683d-5efc-4b7a-836d-f3a3fe16ebae,2018-05-18T03:00:00.000Z,2018-05-18T03:00:00.000Z,a0476411-1da5-4335-966f-d3d377965686
